file                Rg           Dmax
OUT21_1_21000 21.2939 63.5574
OUT24_1_65000 24.2806 74.0959
OUT25_1_21000 23.8691 71.7719
OUT26_1_63500 25.4801 78.1887
OUT22_1_67500 22.0263 64.2435
OUT20_1_21500 21.0221 62.3437
OUT23_1_66500 22.8069 66.7051
OUT21_1_21500 21.2178 63.2614
OUT24_1_65500 24.3767 74.4198
OUT25_1_21500 23.7307 71.3839
OUT22_1_68000 22.1029 64.5303
OUT26_1_64000 25.5172 78.3082
OUT20_1_22000 21.0498 62.494
OUT23_1_67000 22.7187 66.5394
OUT21_1_22000 21.1939 63.0379
OUT24_1_66000 24.4206 74.64
OUT25_1_22000 23.5479 70.9234
OUT22_1_68500 22.223 64.8323
OUT20_1_22500 21.1139 62.7168
OUT26_1_64500 25.4592 78.2287
OUT21_1_22500 21.2053 63.0406
OUT23_1_67500 22.5717 66.3392
OUT24_1_66500 24.4089 74.7309
OUT22_1_69000 22.3395 65.1066
OUT25_1_22500 23.3852 70.5114
OUT20_1_23000 21.2274 62.854
OUT21_1_23000 21.288 63.309
OUT23_1_68000 22.4787 66.2563
OUT26_1_65000 25.3889 78.0888
OUT24_1_67000 24.3274 74.6668
OUT22_1_69500 22.4247 65.3449
OUT25_1_23000 23.2373 70.1989
OUT20_1_23500 21.2656 62.8398
OUT21_1_23500 21.347 63.5964
OUT23_1_68500 22.4597 66.2809
OUT26_1_65500 25.3172 77.9159
OUT22_1_70000 22.4334 65.5044
OUT24_1_67500 24.2409 74.5959
OUT20_1_24000 21.1701 62.6451
OUT25_1_23500 23.1634 70.0622
OUT21_1_24000 21.4586 63.949
OUT23_1_69000 22.4752 66.3792
OUT26_1_66000 25.3314 77.8875
OUT22_1_70500 22.4425 65.6223
OUT24_1_68000 24.1844 74.5904
OUT25_1_24000 23.228 70.2506
OUT21_1_24500 21.6688 64.398
OUT20_1_24500 21.0336 62.2764
OUT23_1_69500 22.5123 66.5142
OUT26_1_66500 25.3613 77.9151
OUT22_1_71000 22.4383 65.698
OUT20_1_25000 20.9799 61.9971
OUT21_1_25000 21.8152 64.7426
OUT25_1_24500 23.4514 70.7848
OUT24_1_68500 24.2022 74.7435
OUT23_1_70000 22.514 66.701
OUT22_1_71500 22.4267 65.7707
OUT26_1_67000 25.4251 77.9636
OUT21_1_25500 21.8534 64.8835
OUT20_1_25500 21.037 62.1244
OUT25_1_25000 23.7818 71.6148
OUT24_1_69000 24.3487 75.1859
OUT23_1_70500 22.524 66.9088
OUT22_1_72000 22.424 65.8491
OUT20_1_26000 21.0929 62.2547
OUT21_1_26000 21.7927 64.8329
OUT26_1_67500 25.4397 77.917
OUT25_1_25500 24.112 72.4314
OUT24_1_69500 24.5543 75.7526
OUT23_1_71000 22.5951 67.224
OUT22_1_72500 22.4139 65.8874
OUT20_1_26500 21.118 62.222
OUT21_1_26500 21.7188 64.636
OUT25_1_26000 24.3695 73.1462
OUT26_1_68000 25.4086 77.755
OUT23_1_71500 22.7457 67.6709
OUT24_1_70000 24.7523 76.2792
OUT22_1_73000 22.3742 65.872
OUT20_1_27000 21.1009 62.0503
OUT21_1_27000 21.6635 64.4186
OUT25_1_26500 24.5119 73.7008
OUT23_1_72000 22.9015 68.2093
OUT26_1_68500 25.3137 77.4415
OUT24_1_70500 24.9197 76.7091
OUT22_1_73500 22.3088 65.801
OUT20_1_27500 21.0775 61.9564
OUT21_1_27500 21.576 64.1099
OUT25_1_27000 24.5621 74.0373
OUT23_1_72500 23.0325 68.8197
OUT26_1_69000 25.1594 76.9928
OUT24_1_71000 24.9992 76.9531
OUT20_1_28000 21.032 61.9015
OUT22_1_74000 22.2982 65.7861
OUT21_1_28000 21.4576 63.7305
OUT23_1_73000 23.1053 69.4131
OUT25_1_27500 24.5945 74.3016
OUT26_1_69500 25.018 76.5215
OUT24_1_71500 24.9832 76.953
OUT20_1_28500 21.0935 61.9359
OUT21_1_28500 21.3755 63.4753
OUT22_1_74500 22.2928 65.7342
OUT23_1_73500 23.1835 69.9192
OUT25_1_28000 24.6002 74.4204
OUT26_1_70000 24.8627 76.0246
OUT20_1_29000 21.0841 61.8886
OUT21_1_29000 21.4511 63.6225
OUT24_1_72000 24.9141 76.8272
OUT22_1_75000 22.264 65.6493
OUT23_1_74000 23.3154 70.3761
OUT25_1_28500 24.646 74.6265
OUT20_1_29500 21.0404 61.865
OUT26_1_70500 24.801 75.6939
OUT21_1_29500 21.5809 63.9654
OUT22_1_75500 22.2388 65.6022
OUT24_1_72500 24.7929 76.5721
OUT23_1_74500 23.4985 70.8204
OUT25_1_29000 24.6564 74.7544
OUT20_1_30000 21.0245 61.7685
OUT21_1_30000 21.6902 64.2552
OUT26_1_71000 24.7527 75.3892
OUT22_1_76000 22.2357 65.6123
OUT24_1_73000 24.7177 76.3986
OUT23_1_75000 23.6261 71.0724
OUT20_1_30500 21.0224 61.883
OUT25_1_29500 24.6606 74.8069
OUT21_1_30500 21.7836 64.4864
OUT22_1_76500 22.2901 65.7088
OUT26_1_71500 24.7625 75.2286
OUT24_1_73500 24.6708 76.3
OUT23_1_75500 23.6502 71.1464
OUT20_1_31000 21.0742 62.0747
OUT21_1_31000 21.8504 64.6173
OUT25_1_30000 24.627 74.8232
OUT22_1_77000 22.38 65.9113
OUT26_1_72000 24.8139 75.2517
OUT24_1_74000 24.6836 76.2974
OUT20_1_31500 21.1459 62.2173
OUT23_1_76000 23.5614 71.053
OUT21_1_31500 21.8919 64.6921
OUT22_1_77500 22.451 66.1885
OUT25_1_30500 24.574 74.7631
OUT26_1_72500 24.8176 75.1836
OUT24_1_74500 24.6842 76.258
OUT20_1_32000 21.1766 62.3781
OUT23_1_76500 23.4052 70.8041
OUT21_1_32000 21.8735 64.7009
OUT22_1_78000 22.5218 66.4103
OUT25_1_31000 24.5208 74.7276
OUT26_1_73000 24.7559 74.9313
OUT24_1_75000 24.6747 76.1708
OUT20_1_32500 21.2416 62.6244
OUT21_1_32500 21.9081 64.7326
OUT23_1_77000 23.2283 70.5076
OUT22_1_78500 22.5514 66.5173
OUT25_1_31500 24.5115 74.7725
OUT26_1_73500 24.6548 74.6232
OUT24_1_75500 24.652 76.099
OUT20_1_33000 21.2161 62.6629
OUT21_1_33000 21.9282 64.7726
OUT23_1_77500 23.1591 70.3538
OUT22_1_79000 22.5125 66.4794
OUT25_1_32000 24.5072 74.776
OUT26_1_74000 24.4952 74.1238
OUT20_1_33500 21.1874 62.4576
OUT24_1_76000 24.5475 75.9298
OUT21_1_33500 21.9221 64.7778
OUT23_1_78000 23.25 70.5317
OUT22_1_79500 22.4319 66.3828
OUT25_1_32500 24.5305 74.8128
OUT20_1_34000 21.1411 62.1627
OUT26_1_74500 24.2648 73.4825
OUT24_1_76500 24.4509 75.784
OUT21_1_34000 21.8602 64.6738
